genre,title,href,author,author_href,difficulty,raiting
Fan Fiction,The Elder Scrolls : Shadows of The Princes,https://chooseyourstory.com/story/The_Elder_Scrolls__0x3a__Shadows_of_The_Princes.aspx,fluttershypegasus,https://chooseyourstory.com/member/?Username=fluttershypegasus,3,4.27
Fan Fiction,The Fairly OddParents: Crocker's Playhouse,https://chooseyourstory.com/story/The_Fairly_OddParents_0x3a__Crocker's_Playhouse.aspx,CheckABookout,https://chooseyourstory.com/member/?Username=CheckABookout,3,3.35
Fan Fiction,The Lottery,https://chooseyourstory.com/story/The_Lottery.aspx,gtan4,https://chooseyourstory.com/member/?Username=gtan4,2,3.24
Fan Fiction,The Maize Runner,https://chooseyourstory.com/story/The_Maize_Runner.aspx,jodithewitch,https://chooseyourstory.com/member/?Username=jodithewitch,2,3.80
Fan Fiction,The Miracle of Jess,https://chooseyourstory.com/story/The_Miracle_of_Jess.aspx,DoctorWhoGal,https://chooseyourstory.com/member/?Username=DoctorWhoGal,2,4.89
Fan Fiction,The Promise,https://chooseyourstory.com/story/The_Promise.aspx,clauraseekingzer0,https://chooseyourstory.com/member/?Username=clauraseekingzer0,2,3.50
Fan Fiction,The Raven,https://chooseyourstory.com/story/The_Raven.aspx,Romulus,https://chooseyourstory.com/member/?Username=Romulus,4,5.63
Fan Fiction,The Road: Carrying the Fire,https://chooseyourstory.com/story/The_Road_0x3a__Carrying_the_Fire.aspx,MorganSakana,https://chooseyourstory.com/member/?Username=MorganSakana,8,4.80
Fan Fiction,The Spartan Life,https://chooseyourstory.com/story/The_Spartan_Life.aspx,citizen9100,https://chooseyourstory.com/member/?Username=citizen9100,2,3.49
Fan Fiction,The Story of the Bible,https://chooseyourstory.com/story/The_Story_of_the_Bible.aspx,rframpton,https://chooseyourstory.com/member/?Username=rframpton,6,3.85
Fan Fiction,The Swan Lake,https://chooseyourstory.com/story/The_Swan_Lake.aspx,fluttershypegasus,https://chooseyourstory.com/member/?Username=fluttershypegasus,3,3.95
Fan Fiction,The Unwritten Jedi,https://chooseyourstory.com/story/The_Unwritten_Jedi.aspx,NealShustermanFan,https://chooseyourstory.com/member/?Username=NealShustermanFan,2,3.03
Fan Fiction,The Very Best,https://chooseyourstory.com/story/The_Very_Best.aspx,ohaiitsrachel,https://chooseyourstory.com/member/?Username=ohaiitsrachel,2,3.24
Fan Fiction,The Witcher: The First Wish,https://chooseyourstory.com/story/The_Witcher_0x3a__The_First_Wish.aspx,fluttershypegasus,https://chooseyourstory.com/member/?Username=fluttershypegasus,5,4.23
Fan Fiction,TWD: Zombie Apocalypse,https://chooseyourstory.com/story/TWD_0x3a__Zombie_Apocalypse.aspx,xmancxd,https://chooseyourstory.com/member/?Username=xmancxd,3,3.36
Fan Fiction,Vault Life,https://chooseyourstory.com/story/Vault_Life.aspx,GodSlayingMachine,https://chooseyourstory.com/member/?Username=GodSlayingMachine,2,4.20
Fan Fiction,Warped,https://chooseyourstory.com/story/Warped.aspx,Steve24833,https://chooseyourstory.com/member/?Username=Steve24833,3,6.10
Fan Fiction,Where in the World Is Carmen Sandiego?,https://chooseyourstory.com/story/Where_in_the_World_Is_Carmen_Sandiego_0x3f_.aspx,urnam0,https://chooseyourstory.com/member/?Username=urnam0,5,5.93
Fan Fiction,Will the Real J. Jonah Jameson Please Step Forward?,https://chooseyourstory.com/story/Will_the_Real_J_0x2e__Jonah_Jameson_Please_Step_Forward_0x3f_.aspx,somerandomperson,https://chooseyourstory.com/member/?Username=somerandomperson,2,4.03
Fan Fiction,Woban Island,https://chooseyourstory.com/story/Woban_Island.aspx,Bill_Ingersoll,https://chooseyourstory.com/member/?Username=Bill_Ingersoll,5,5.46
Fan Fiction,Would You Survive Daniel Wilson's Robopocalypse?,https://chooseyourstory.com/story/Would_You_Survive_Daniel_Wilson's_Robopocalypse_0x3f_.aspx,insomniax808,https://chooseyourstory.com/member/?Username=insomniax808,3,3.63
Fan Fiction,Wrath of the Edomite,https://chooseyourstory.com/story/Wrath_of_the_Edomite.aspx,Petros,https://chooseyourstory.com/member/?Username=Petros,4,5.54
Fan Fiction,You're the Bachelor,https://chooseyourstory.com/story/You're_the_Bachelor.aspx,janemcg,https://chooseyourstory.com/member/?Username=janemcg,2,4.61
Fan Fiction,Your Adventure in Wonderland,https://chooseyourstory.com/story/Your_Adventure_in_Wonderland.aspx,DawnFire101,https://chooseyourstory.com/member/?Username=DawnFire101,3,4.07
